Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $44,999","Margin of Error; $40,000 to $44,999","Estimate; $45,000 to $49,999","Margin of Error; $45,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $74,999","Margin of Error; $60,000 to $74,999","Estimate; $75,000 to $99,999","Margin of Error; $75,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $199,999","Margin of Error; $150,000 to $199,999","Estimate; $200,000 or more","Margin of Error; $200,000 or more"
0500000US48157,48157,"Fort Bend County, Texas",19411,1592,896,485,49,87,301,268,309,268,534,392,545,368,696,350,366,270,362,352,1215,634,1913,592,3340,945,2363,635,2155,600,2123,673,2244,775
0500000US48201,48201,"Harris County, Texas",72719,2473,5555,1201,2950,1059,2493,841,3707,911,2682,896,2883,696,2769,930,2633,718,4001,1107,4978,1243,7532,1368,9631,1531,7305,1358,4674,1160,4857,900,4069,987
0500000US48439,48439,"Tarrant County, Texas",23831,1693,2326,773,991,575,415,380,856,439,1129,626,1084,510,1528,661,1190,542,327,224,2394,909,2373,758,2866,793,1764,546,1622,605,1586,556,1380,666
0500000US48453,48453,"Travis County, Texas",19520,1270,1752,662,381,224,403,254,714,577,1728,843,580,462,898,460,785,418,402,263,979,466,1955,667,2605,812,2578,819,731,456,1169,510,1860,596
0500000US49035,49035,"Salt Lake County, Utah",9420,867,478,326,213,208,414,272,566,398,190,181,313,213,313,274,194,193,231,188,1117,457,1061,434,1265,463,1577,580,241,201,716,393,531,289
0500000US51013,51013,"Arlington County, Virginia",8287,1115,680,530,160,142,271,276,260,262,159,157,246,195,114,187,48,90,251,322,496,317,892,509,1401,610,651,425,261,214,1366,494,1031,552
0500000US51059,51059,"Fairfax County, Virginia",51398,1911,1850,713,766,434,730,414,1775,802,624,387,1171,545,1087,651,1985,728,1416,768,3364,973,4226,960,8986,1485,6609,1426,3999,963,6175,1052,6635,1226
0500000US51087,51087,"Henrico County, Virginia",5269,580,62,74,53,97,112,137,272,253,0,285,219,163,284,280,487,447,81,136,500,499,573,437,423,273,566,368,643,416,755,469,239,251
0500000US51107,51107,"Loudoun County, Virginia",10318,919,294,352,67,118,0,285,172,125,0,285,74,108,346,245,142,163,264,225,312,257,783,383,1717,597,1222,430,898,437,2149,630,1878,604
0500000US51153,51153,"Prince William County, Virginia",7929,791,134,153,0,285,0,285,0,285,332,324,88,145,339,277,722,413,154,191,800,486,418,307,1560,642,1183,492,568,351,1035,586,596,383
0500000US51810,51810,"Virginia Beach city, Virginia",7970,681,0,285,94,119,431,332,117,119,143,122,107,132,322,269,757,380,294,232,446,275,997,393,1387,504,1202,462,989,510,277,243,407,342
0500000US53033,53033,"King County, Washington",89225,2927,7137,1442,2815,963,2219,743,2001,753,3534,925,3389,994,2864,873,2755,777,2934,955,7199,1292,9399,1546,14665,1938,8989,1441,7001,1224,6483,1328,5841,954
0500000US53053,53053,"Pierce County, Washington",13534,1311,905,369,622,412,704,375,681,389,1041,502,587,453,695,396,392,235,860,536,695,360,1086,472,2570,688,1357,502,376,220,654,377,309,202
0500000US53061,53061,"Snohomish County, Washington",17977,1222,1403,680,122,147,318,249,713,597,187,179,196,164,764,543,771,544,474,329,1319,566,3204,957,3327,913,2538,719,698,360,1428,516,515,329
0500000US55025,55025,"Dane County, Wisconsin",7588,786,1430,569,305,240,233,269,332,293,50,85,508,471,574,480,134,167,211,170,687,373,642,407,959,479,694,476,339,224,158,178,332,363
0500000US55079,55079,"Milwaukee County, Wisconsin",7556,680,872,468,163,125,188,260,277,230,262,205,486,405,219,182,140,193,198,321,678,342,1633,696,835,395,798,358,332,247,353,241,122,135
