Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $44,999","Margin of Error; $40,000 to $44,999","Estimate; $45,000 to $49,999","Margin of Error; $45,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $74,999","Margin of Error; $60,000 to $74,999","Estimate; $75,000 to $99,999","Margin of Error; $75,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $199,999","Margin of Error; $150,000 to $199,999","Estimate; $200,000 or more","Margin of Error; $200,000 or more"
0500000US48113,48113,"Dallas County, Texas",39261,2017,4044,1030,1320,492,1570,650,2467,780,1764,611,1927,654,1613,675,1137,423,1119,456,2454,716,4348,1132,5441,960,4144,970,1458,519,2237,651,2218,738
0500000US48121,48121,"Denton County, Texas",14607,1009,684,312,492,324,489,353,396,298,492,428,1100,508,622,429,290,313,607,495,1220,715,1646,770,1208,569,1378,589,973,442,1870,796,1140,543
0500000US48157,48157,"Fort Bend County, Texas",27849,1237,480,336,538,281,852,591,879,507,502,373,724,430,893,363,939,532,834,546,1051,531,2805,771,3746,818,4050,983,3162,742,3285,789,3109,853
0500000US48201,48201,"Harris County, Texas",82549,2732,7862,1812,3719,1111,2358,796,4679,1048,3379,847,4216,1162,2211,694,5162,1174,3215,902,6490,1210,7453,1288,10018,1580,7272,1572,5484,1137,3987,984,5044,872
0500000US48439,48439,"Tarrant County, Texas",24330,1776,2167,815,1458,782,1045,563,947,531,1397,558,972,400,768,485,992,520,781,479,1877,794,2642,914,2156,693,2999,797,1348,682,919,393,1862,549
0500000US48453,48453,"Travis County, Texas",21848,1419,2879,773,1108,570,876,522,1340,730,637,319,1243,636,792,480,553,370,1161,602,949,531,1540,550,2668,709,1971,587,1183,402,1508,688,1440,499
0500000US48491,48491,"Williamson County, Texas",6315,682,267,282,57,94,81,97,89,113,173,225,62,105,175,269,203,161,56,94,338,278,471,303,1419,475,1121,483,375,283,647,379,781,510
0500000US49035,49035,"Salt Lake County, Utah",10606,957,1541,638,419,333,152,187,367,277,290,353,275,241,822,501,470,314,365,241,755,385,1250,596,1429,614,579,309,959,460,751,388,182,148
0500000US51013,51013,"Arlington County, Virginia",8255,954,442,288,239,212,73,112,63,102,275,230,265,210,341,294,608,414,58,95,931,541,711,385,1142,518,1101,552,323,318,655,313,1028,487
0500000US51059,51059,"Fairfax County, Virginia",59123,2599,3165,1127,214,207,1172,720,1988,856,988,483,1596,657,1673,706,2232,794,1329,615,3363,979,5821,1057,6153,1190,8929,1466,4060,1001,8261,1441,8179,1298
0500000US51087,51087,"Henrico County, Virginia",6370,919,334,251,90,165,93,143,240,232,513,584,57,97,210,270,378,473,176,172,520,414,546,462,677,336,815,374,611,424,638,418,472,337
0500000US51810,51810,"Virginia Beach city, Virginia",8472,765,108,91,164,169,311,244,331,244,239,231,390,284,258,206,607,381,116,141,1093,480,1081,680,1334,502,801,327,598,347,529,255,512,418
0500000US53011,53011,"Clark County, Washington",5126,866,249,223,578,540,0,277,263,312,46,80,141,141,222,291,430,372,120,136,818,534,564,365,598,384,514,277,172,185,148,175,263,217
0500000US53033,53033,"King County, Washington",96747,3148,7320,1287,3076,879,3426,858,3919,980,3377,999,3930,1112,2934,836,2974,795,3799,954,5808,1416,7979,1141,14860,1961,9533,1460,7392,1360,9096,1715,7324,1168
0500000US53053,53053,"Pierce County, Washington",14221,1239,978,424,344,200,373,250,971,529,751,488,728,480,944,461,672,385,802,455,1240,741,1976,674,1409,480,1260,576,848,471,565,288,360,236
0500000US53061,53061,"Snohomish County, Washington",18830,1348,739,483,498,308,415,337,982,450,418,349,874,492,758,545,436,264,687,403,961,422,2080,663,3127,844,2422,711,1716,707,1931,553,786,361
0500000US53067,53067,"Thurston County, Washington",4463,757,320,232,279,266,281,255,463,452,109,181,61,105,149,136,241,246,132,156,0,277,1024,560,760,407,424,339,166,191,0,277,54,89
0500000US55025,55025,"Dane County, Wisconsin",9391,981,2285,820,364,291,308,306,475,464,0,218,293,251,674,441,271,247,251,230,595,377,726,513,1336,558,736,418,365,439,414,340,298,227
0500000US55079,55079,"Milwaukee County, Wisconsin",9828,959,1407,613,453,403,537,469,502,357,477,322,102,169,327,319,625,358,626,455,702,443,747,387,1144,536,930,555,634,347,455,416,160,135
