Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $44,999","Margin of Error; $40,000 to $44,999","Estimate; $45,000 to $49,999","Margin of Error; $45,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $74,999","Margin of Error; $60,000 to $74,999","Estimate; $75,000 to $99,999","Margin of Error; $75,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $199,999","Margin of Error; $150,000 to $199,999","Estimate; $200,000 or more","Margin of Error; $200,000 or more"
0500000US39113,39113,"Montgomery County, Ohio",3341,426,304,210,86,104,0,190,115,177,0,190,229,230,113,136,166,203,195,179,131,126,388,294,112,180,616,391,357,260,159,158,370,267
0500000US39153,39153,"Summit County, Ohio",4431,537,147,118,88,140,259,255,98,161,336,334,170,183,125,148,397,374,0,190,387,252,304,226,862,418,246,182,170,162,350,251,492,248
0500000US40109,40109,"Oklahoma County, Oklahoma",7212,764,801,436,404,241,107,129,308,241,143,128,285,211,469,296,279,217,209,192,563,329,787,344,950,462,730,427,108,108,604,334,465,304
0500000US40143,40143,"Tulsa County, Oklahoma",4138,492,185,123,240,169,158,156,255,178,247,177,294,175,223,200,100,119,85,82,529,212,566,300,322,218,240,175,444,222,90,103,160,120
0500000US41051,41051,"Multnomah County, Oregon",16316,1341,2263,758,636,427,811,416,492,344,512,403,606,392,838,570,1175,481,629,313,551,364,1798,736,2247,816,1103,439,702,321,1068,444,885,405
0500000US41067,41067,"Washington County, Oregon",17560,1524,282,217,562,346,423,353,499,417,172,233,777,616,301,219,1150,593,256,220,1098,513,1521,740,2779,682,1902,553,2136,655,2369,755,1333,498
0500000US42003,42003,"Allegheny County, Pennsylvania",14567,1133,1625,654,758,513,877,521,199,184,532,350,534,264,376,268,503,308,615,330,676,435,1205,406,1549,589,1351,557,433,304,1639,821,1695,526
0500000US42017,42017,"Bucks County, Pennsylvania",8162,833,47,81,53,67,65,106,248,232,104,120,376,332,425,333,250,241,346,367,454,330,1082,572,786,329,1063,558,1204,664,544,337,1115,435
0500000US42029,42029,"Chester County, Pennsylvania",6944,608,89,77,0,172,88,123,41,72,106,104,319,284,0,172,80,139,38,66,210,162,814,410,599,286,846,372,769,370,1366,591,1579,541
0500000US42045,42045,"Delaware County, Pennsylvania",7982,945,388,323,480,278,686,439,253,203,515,364,312,244,214,215,259,266,264,248,636,323,338,247,735,344,852,331,700,361,795,382,555,356
0500000US42077,42077,"Lehigh County, Pennsylvania",3691,528,195,192,405,320,176,168,172,169,28,46,0,172,0,172,470,482,97,128,114,124,399,307,386,234,310,221,348,263,260,195,331,237
0500000US42091,42091,"Montgomery County, Pennsylvania",17390,1027,704,432,902,628,398,262,587,330,196,166,567,423,150,154,652,427,962,469,942,389,2028,732,2294,548,1634,573,1229,530,2178,763,1967,586
0500000US42101,42101,"Philadelphia County, Pennsylvania",31969,1966,6306,1394,1923,618,2120,817,1653,581,1514,537,1501,650,1662,616,1681,685,1086,465,1624,719,2606,829,2599,767,2348,788,1039,511,1436,614,871,570
0500000US44007,44007,"Providence County, Rhode Island",7015,900,1053,517,56,67,575,387,162,145,502,446,434,377,399,287,271,388,487,467,730,409,307,194,406,278,622,386,437,302,454,368,120,176
0500000US45079,45079,"Richland County, South Carolina",2999,374,333,241,42,68,29,46,325,220,53,92,383,340,178,171,0,204,129,128,116,179,413,266,309,189,389,301,83,100,155,141,62,109
0500000US47037,47037,"Davidson County, Tennessee",6742,1029,149,167,35,58,162,171,409,398,191,174,212,200,226,196,263,232,341,234,1056,601,864,329,1261,568,334,266,532,468,92,140,615,611
0500000US47157,47157,"Shelby County, Tennessee",7357,831,559,352,199,168,164,173,288,268,175,157,52,91,217,184,529,489,298,220,1005,375,612,316,995,464,729,440,118,154,622,406,795,444
0500000US48029,48029,"Bexar County, Texas",14282,1565,1274,636,287,268,662,428,744,366,532,382,353,257,208,155,792,467,309,303,1238,553,1661,681,2229,748,1229,551,553,435,920,433,1291,626
0500000US48041,48041,"Brazos County, Texas",3796,578,824,314,211,208,408,358,434,288,188,266,62,108,337,323,156,134,110,111,322,241,70,86,259,195,101,98,90,109,163,199,61,110
0500000US48085,48085,"Collin County, Texas",33025,1372,1417,563,363,257,395,297,829,466,524,327,888,522,784,545,1122,439,129,172,1963,792,2708,985,4352,929,5285,1062,3174,891,4657,1067,4435,845
0500000US48113,48113,"Dallas County, Texas",46781,1809,2867,802,1695,608,2152,720,2283,790,1914,859,2244,924,1071,472,2009,859,1535,682,2296,723,5007,1138,6256,1235,5365,1247,2431,845,3755,1020,3901,861
0500000US48121,48121,"Denton County, Texas",14544,1213,760,445,400,307,626,321,392,282,577,419,403,317,413,302,563,485,544,410,864,601,1084,515,1763,597,1431,428,1353,564,1694,597,1677,731
0500000US48157,48157,"Fort Bend County, Texas",33392,1644,628,445,616,391,202,328,649,480,1064,797,737,554,836,528,676,433,1427,890,1259,616,1936,728,4213,1179,3915,1001,4167,1138,4414,1329,6653,1763
0500000US48201,48201,"Harris County, Texas",92328,3757,6323,1468,3710,1185,2158,760,3591,1018,3588,1115,3860,1173,3186,929,3261,993,3416,969,6122,1134,9792,1728,12741,2126,7866,1480,7800,1453,7324,1289,7590,1351
0500000US48439,48439,"Tarrant County, Texas",25602,1743,2331,867,1077,504,1399,586,1318,650,1161,455,902,407,1026,555,529,280,587,313,2076,882,2807,1068,2915,898,1759,608,1945,657,1431,613,2339,861
0500000US48453,48453,"Travis County, Texas",23148,1726,2004,708,837,505,773,430,992,538,752,397,748,336,1224,621,684,362,473,357,1199,627,2193,881,2708,753,3026,950,1209,606,2002,593,2324,649
0500000US49035,49035,"Salt Lake County, Utah",12012,1054,922,430,819,674,273,207,427,292,477,417,511,346,391,269,669,302,776,545,544,317,1142,487,1134,356,1134,454,685,510,688,301,1420,614
0500000US51013,51013,"Arlington County, Virginia",9046,909,772,527,282,198,285,319,203,188,221,254,231,195,110,137,160,186,319,336,403,295,321,311,793,445,1248,488,1053,455,502,319,2143,644
0500000US51059,51059,"Fairfax County, Virginia",61799,2087,1809,518,1147,500,1003,512,961,439,2646,1083,1347,536,1259,424,1243,478,937,447,2997,707,4921,1258,6539,1322,8961,1441,6091,1299,8104,1277,11834,1355
0500000US51107,51107,"Loudoun County, Virginia",14659,1020,141,185,87,109,35,56,224,208,161,196,375,381,82,96,485,389,264,224,559,331,917,409,1307,489,2334,683,1845,730,2691,708,3152,628
0500000US51153,51153,"Prince William County, Virginia",9313,914,176,167,230,241,131,204,249,309,452,395,524,384,193,193,378,375,209,225,759,500,664,380,1479,542,960,369,601,262,1630,511,678,333
0500000US51810,51810,"Virginia Beach city, Virginia",8350,691,300,219,174,157,53,87,368,215,439,362,561,310,88,110,521,301,515,367,594,304,1033,414,1301,382,670,292,519,228,1045,393,169,131
0500000US53011,53011,"Clark County, Washington",5930,688,267,172,413,415,96,123,72,91,60,98,690,485,78,95,379,344,315,204,656,427,504,308,772,361,617,353,560,339,234,177,217,219
0500000US53033,53033,"King County, Washington",107920,3323,9026,1839,3643,1170,2282,788,3506,981,3558,1284,3854,1042,3775,915,3365,1073,2886,891,6741,1434,10916,1752,13096,1876,11534,1746,8421,1285,10445,1721,10872,1793
0500000US53035,53035,"Kitsap County, Washington",3914,769,260,240,0,198,46,79,78,102,56,85,98,121,389,316,158,164,0,198,426,263,188,154,1260,610,556,338,234,208,165,143,0,198
0500000US53053,53053,"Pierce County, Washington",15894,1272,1701,781,1050,514,584,386,820,419,859,484,1096,640,703,391,354,237,839,442,1308,556,1080,446,2062,752,1613,488,710,409,761,312,354,240
0500000US53061,53061,"Snohomish County, Washington",20902,1528,1609,756,823,562,440,344,787,509,243,243,863,491,460,304,600,392,648,437,1143,457,2692,1002,3208,922,1970,561,2105,718,2040,644,1271,618
0500000US53067,53067,"Thurston County, Washington",4598,856,449,314,0,198,45,79,372,283,101,138,75,133,0,198,220,272,556,420,334,249,559,348,503,301,699,534,363,302,218,173,104,140
0500000US55025,55025,"Dane County, Wisconsin",9142,832,1870,844,419,333,525,310,354,258,421,260,316,207,144,176,353,450,397,259,189,180,986,471,445,256,785,353,248,213,1116,525,574,367
0500000US55079,55079,"Milwaukee County, Wisconsin",9787,879,696,350,91,90,582,341,770,413,351,304,955,501,259,195,358,245,386,278,886,417,1281,396,769,316,996,445,571,257,522,314,314,208
